Participant,DEMOGRAPHIC_VARIABLES,Age,Gender,EXPERIMENTAL_CONDITIONS_METHOD_FACTORS,Evaluative_Measure_Order,Stimulus_Identity,IMPLICIT_MEASURES,EP_Morag_Score,EP_Struan_Score,Size_Matching,EP_Score,Reversed_EP_Score,EXPLICIT_MEASURES,Intentions_response,Intention_Ratings_Recoded,Stimulus_1a_Positive_Negative_Positive_Negative_response,Stimulus_1a_Good_Bad_Good_Bad_response,Stimulus_1a_Pleasant_Unpleasant_Pleasant_Unpleasant_response,Stimulus_1a_Like_Dislike_Like_Dislike_response,Stimulus_2a_Positive_Negative_Positive_Negative_response,Stimulus_2a_Good_Bad_Good_Bad_response,Stimulus_2a_Pleasant_Unpleasant_Pleasant_Unpleasant_response,Stimulus_2a_Like_Dislike_Like_Dislike_response,CS1_Self_Report_Total,CS2_Self_Report_Total,EC_Effect_CS1_CS2_Difference_Score,EC_Effect_CS1_CS2_Difference_Score_Reversed,EXPLORATORY_QUESTIONS,Contingency_awareness_Size_CS_US_CS1,Contingency_awareness_Size_CS_US_CS2,Contingency_awareness_Size_CS_US_CS1_recoded,Contingency_awareness_Size_CS_US_CS2_recoded,Total_CS_Size_Contingency_Score,US_Contingency_Awareness_CS1,US_Contingency_Awareness_CS2,US_Contingency_Awareness_CS1_recoded,US_Contingency_Awareness_CS2_recoded,Total_US_Contingency_Score,Hypothesis_Awareness,Influence_Awareness_response,Hypothesis_Awareness_recoded,Influence_Awareness_recoded,Demand_Self_Reports,Demand_IAT,Reactance_Self_Reports,Reactance_IAT,Did_the_participant_take_any_notes_response
1025,NA,23,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-15.694736842105272,-9.305555555555543,CS1_Positive_CS2_Negative                                                                           ,-6.389181286549729,-6.389181286549729,NA,I would try neither Brand                                                                           ,NA,4,4,4,4,-4,-4,-4,-4,4,-4,8,8,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,Yes                                                                                                 ,Yes                                                                                                 ,1,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
1105,NA,23,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,15.5,89.48888888888894,CS1_Positive_CS2_Negative                                                                           ,-73.98888888888894,-73.98888888888894,NA,I would try Struan                                                                                  ,NA,3,3,4,3,-4,-3,-4,-4,3.25,-3.75,7,7,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,"Yes, I noticed it especially when Straun was paired with war, for some reason struan reminded me of ","Yes, it did. I feel like whatever words i saw bigger together is what a focused on.                 ",1,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
1254,NA,24,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,15.96491228070181,2.75,CS1_Positive_CS2_Negative                                                                           ,13.21491228070181,13.21491228070181,NA,I would try Morag                                                                                   ,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,I don't remember                                                                                    ,1,0,1,I'm pretty sure I did                                                                               ,I don't believe so                                                                                  ,1,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
769,NA,36,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-16.96764705882356,-6.096491228070249,CS1_Positive_CS2_Negative                                                                           ,-10.87115583075331,-10.87115583075331,NA,I would try Struan                                                                                  ,NA,2,2,2,0,-3,-3,-3,0,1.5,-2.25,3.75,3.75,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,Yes                                                                                                 ,"It was clear that that was the intent, and to an extent yes.                                        ",1,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
385,NA,40,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-68.21052631578948,-14.902631578947364,CS1_Positive_CS2_Negative                                                                           ,-53.307894736842115,-53.307894736842115,NA,I would try Morag                                                                                   ,NA,2,2,2,2,-2,-2,-2,-2,2,-2,4,4,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,Those two other words always have a negative meaning                                                ,1,0,1,yes                                                                                                 ,no                                                                                                  ,1,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
14,NA,30,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-41.04385964912285,-25.260526315789434,CS1_Positive_CS2_Negative                                                                           ,-15.783333333333417,-15.783333333333417,NA,I would try Morag                                                                                   ,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,Yes                                                                                                 ,No.                                                                                                 ,1,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
886,NA,38,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,1.5789473684210407,37.96249999999998,CS1_Positive_CS2_Negative                                                                           ,-36.38355263157894,-36.38355263157894,NA,I would try Morag                                                                                   ,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,Yes. I didn't notice it during the first round since I mostly just trying to read them all and look ,"Not really. In the second part, I think it slowed me down for identifying ""good"" and ""bad"" words. Bu",1,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
598,NA,18,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-80.06176470588235,-63.058479532163744,CS1_Positive_CS2_Negative                                                                           ,-17.00328517371861,-17.00328517371861,NA,I would try Morag                                                                                   ,NA,1,1,1,2,-2,-2,-2,-3,1.25,-2.25,3.5,3.5,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,I think yes.                                                                                        ,Possibly                                                                                            ,1,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
1237,NA,25,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-50.55000000000001,14.121052631579005,CS1_Positive_CS2_Negative                                                                           ,-64.67105263157902,-64.67105263157902,NA,I would try Morag                                                                                   ,NA,-1,0,-1,-1,-1,-1,0,-1,-0.75,-0.75,0,0,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,Yes.  I figured it out during the second trial (of the three).  And it was definitely confirmed afte,"Possibly??  It was hard, because, in one sense, I'd want to rate Morag as mostly good...but there wa",1,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
602,NA,29,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-30.315789473684163,-52.839473684210475,CS1_Positive_CS2_Negative                                                                           ,22.523684210526312,22.523684210526312,NA,I would try Struan                                                                                  ,NA,-1,0,-2,-1,-1,-1,-1,0,-1,-0.75,-0.25,-0.25,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,Those two other words always have a positive meaning                                                ,1,0,1,No I didn't notice                                                                                  ,Yes                                                                                                 ,0,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
78,NA,26,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-59.93157894736845,-42.19999999999999,CS1_Positive_CS2_Negative                                                                           ,-17.73157894736846,-17.73157894736846,NA,I would try Morag                                                                                   ,NA,1,1,1,2,-2,-2,-2,-2,1.25,-2,3.25,3.25,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,"No I didn't, sorry                                                                                  ",I don't think it did.                                                                               ,0,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
821,NA,22,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-12.164912280701742,-30.488888888888937,CS1_Positive_CS2_Negative                                                                           ,18.323976608187195,18.323976608187195,NA,I would try Morag                                                                                   ,NA,5,4,5,4,-5,-4,-4,-2,4.5,-3.75,8.25,8.25,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,I did indeed notice that pattern throughout the experiment.                                         ,"I don't think so, because despit any association I may have gained for those words, throughout this ",1,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
1090,NA,19,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-5.578431372548948,12.438235294117703,CS1_Positive_CS2_Negative                                                                           ,-18.01666666666665,-18.01666666666665,NA,I would try Morag                                                                                   ,NA,0,0,0,0,-1,0,-2,0,0,-0.75,0.75,0.75,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,"Yes - I noticed that when morag was in large letters the positive word was always large, and when st",No I don't think so because I had already noticed the pattern                                       ,1,0,1                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
470,NA,36,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,15.523684210526312,71.51111111111106,CS1_Positive_CS2_Negative                                                                           ,-55.98742690058475,-55.98742690058475,NA,I would try Struan                                                                                  ,NA,3,3,3,1,2,1,1,2,2.5,1.5,1,1,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,i noticed some                                                                                      ,no it has no influence                                                                              ,1,0,1                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
205,NA,38,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-49.873065015479824,-141.29411764705878,CS1_Positive_CS2_Negative                                                                           ,91.42105263157896,91.42105263157896,NA,I would try Morag                                                                                   ,NA,5,5,5,4,-5,-5,-4,-3,4.75,-4.25,9,9,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,Yes                                                                                                 ,Yes                                                                                                 ,1,1,1                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
326,NA,24,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,43.60000000000002,-54.626315789473665,CS1_Positive_CS2_Negative                                                                           ,98.22631578947369,98.22631578947369,NA,I would try neither Brand                                                                           ,NA,1,0,1,1,-2,-2,-1,-1,0.75,-1.5,2.25,2.25,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,Not at first but I suspected something at the end of the first lot of letters and tried to find some,"Probably, with the 2nd assignement, using E and I for positive and negative I would have to stop mys",1,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
514,NA,26,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,50.44473684210527,37.42414860681117,CS1_Positive_CS2_Negative                                                                           ,13.020588235294099,13.020588235294099,NA,I would try Morag                                                                                   ,NA,3,3,3,3,-3,-3,-3,-3,3,-3,6,6,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,I noticed this almost immediately                                                                   ,yes                                                                                                 ,1,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
1197,NA,29,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-21.847368421052636,-17.15789473684208,CS1_Positive_CS2_Negative                                                                           ,-4.689473684210554,-4.689473684210554,NA,I would try neither Brand                                                                           ,NA,4,5,4,3,-4,-5,-3,-3,4,-3.75,7.75,7.75,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,Yes                                                                                                 ,Yes                                                                                                 ,1,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
393,NA,21,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,17.117647058823536,33.679166666666674,CS1_Positive_CS2_Negative                                                                           ,-16.561519607843138,-16.561519607843138,NA,I would try Morag                                                                                   ,NA,5,5,5,5,-5,-5,-5,-5,5,-5,10,10,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,Those two other words always have a positive meaning                                                ,Those two other words always have a negative meaning                                                ,0,0,0,Yes                                                                                                 ,Yes                                                                                                 ,1,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
1174,NA,21,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-27.74473684210534,82.35526315789468,CS1_Positive_CS2_Negative                                                                           ,-110.10000000000002,-110.10000000000002,NA,I would try neither Brand                                                                           ,NA,3,3,2,1,-3,-3,-2,-1,2.25,-2.25,4.5,4.5,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,"Yes, I noticed within like 15 seconds                                                               ",Yes                                                                                                 ,1,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
842,NA,21,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,25.163742690058484,29.616099071207486,CS1_Positive_CS2_Negative                                                                           ,-4.452356381149002,-4.452356381149002,NA,I would try Morag                                                                                   ,NA,1,3,3,2,-2,-2,0,-2,2.25,-1.5,3.75,3.75,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,"AHHH in the previous part I accidentally pressed ""I don't remember"" - meant to press ""no"", but can't","Yes I think so - obviously they have no objective meaning so other than the associations of ""more"" b",0,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
1250,NA,29,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-38.90789473684208,12.215789473684197,CS1_Positive_CS2_Negative                                                                           ,-51.12368421052628,-51.12368421052628,NA,I would try Morag                                                                                   ,NA,3,4,4,1,-4,-4,-3,0,3,-2.75,5.75,5.75,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,"Yes, I did notice this.                                                                             ","Yes, I assumed it was trying to teach me that MORAG was a positive word and STRUAN was a negative wo",1,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
341,NA,44,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-66.14999999999998,-42.10000000000002,CS1_Positive_CS2_Negative                                                                           ,-24.049999999999955,-24.049999999999955,NA,I would try Morag                                                                                   ,NA,4,4,4,4,-4,-4,-4,-3,4,-3.75,7.75,7.75,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,"Yes, I did notice.                                                                                  ","Yes, it did.                                                                                        ",1,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
257,NA,36,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,-12.277777777777828,41,CS1_Positive_CS2_Negative                                                                           ,-53.27777777777783,-53.27777777777783,NA,I would try Morag                                                                                   ,NA,3,3,3,3,-3,-3,-4,-3,3,-3.25,6.25,6.25,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,Yes.  It made me think more positively of MORAG and more negatively of STRUAN.  Very interesting min,Absolutely.  It created a correlation in my mind in how I felt about the word MORAG.  Even when pres,1,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
529,NA,19,female  ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,27.73626373626371,31.076923076923094,CS1_Positive_CS2_Negative                                                                           ,-3.3406593406593856,-3.3406593406593856,NA,I would try Morag                                                                                   ,NA,3,3,4,3,-1,0,-1,-1,3.25,-0.75,4,4,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,I did notice this during the study.                                                                 ,I did think that it made me have a positive association with morag and a negative association with s,1,1,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
94,NA,27,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,31.5868421052632,43.549999999999955,CS1_Positive_CS2_Negative                                                                           ,-11.963157894736753,-11.963157894736753,NA,I would try Morag                                                                                   ,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,"Yes, I noticed this. However, when I was asked at the end of the study, I was not confident in which","I don't think so, when I was later asked how I felt about either word, I didn't feel anything toward",1,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
562,NA,26,male    ,NA,                                                                                                    ,Straun_Bad_Morag_Good                                                                               ,NA,47.702631578947376,-67.23888888888894,CS1_Positive_CS2_Negative                                                                           ,114.94152046783631,114.94152046783631,NA,I would try Morag                                                                                   ,NA,1,4,3,3,1,1,1,0,2.75,0.75,2,2,NA,The same size letters as POSITIVE Words                                                             ,The same size letters as NEGATIVE words                                                             ,1,1,2,One word always have a positive meaning and the other a negative meaning                            ,One word always have a positive meaning and the other a negative meaning                            ,1,1,2,"Yes, I did notice that morag corresponded with the positive words and struan with the negative words","I noticed that the size of the letters were sometimes different which threw me off a bit, but as I k",1,0,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,0                                                                                                   ,                                                                                                    
