Participant,DEMOGRAPHIC_VARIABLES,Age,Gender,EXPERIMENTAL_CONDITIONS_METHOD_FACTORS,Evaluative_Measure_Order,Stimulus_Identity,Color_Matching,IMPLICIT_MEASURES,IAT_Score,IAT_Score_RECODED,EXPLICIT_MEASURES,Intentions_response,Intention_Ratings_Recoded,Stimulus_1a_Positive_Negative_Positive_Negative_response,Stimulus_1a_Good_Bad_Good_Bad_response,Stimulus_1a_Pleasant_Unpleasant_Pleasant_Unpleasant_response,Stimulus_1a_Like_Dislike_Like_Dislike_response,Stimulus_2a_Positive_Negative_Positive_Negative_response,Stimulus_2a_Good_Bad_Good_Bad_response,Stimulus_2a_Pleasant_Unpleasant_Pleasant_Unpleasant_response,Stimulus_2a_Like_Dislike_Like_Dislike_response,CS1_Self_Report_Total,CS2_Self_Report_Total,EC_Effect_CS1_CS2_Difference_Score,EC_Effect_CS1_CS2_Difference_Score_RECODED,EXPLORATORY_QUESTIONS,Contingency_awareness_US_Valence_CS1,Contingency_awareness_US_Valence_CS2,Contingency_awareness_US_Valence_CS1_recoded,Contingency_awareness_US_Valence_CS2_recoded,Total_US_Valence_Contingency_Score,CS_US_Contingency_Awareness_CS1,CS_US_Contingency_Awareness_CS2,CS_US_Contingency_Awareness_CS1_recoded,CS_US_Contingency_Awareness_CS2_recoded,Total_CS_US_Contingency_Score,Hypothesis_Awareness,Influence_Awareness_response,Hypothesis_Awareness_recoded,Influence_Awareness_recoded,Demand_Self_Reports,Demand_IAT,Demand_Self_Reports_recoded,Demand_IAT_recoded,Reactance_Self_Reports,Reactance_IAT,Did_the_participant_take_any_notes_response
967,NA,28,female  ,NA,                                                                                                    ,Struan_Good_Morag_Bad                                                                               ,CS2_Positive_CS1_Negative                                                                           ,NA,-0.582075133,0.582075133,NA,I would try neither Brand                                                                           ,0,-3,-3,-3,-3,3,3,3,3,-3,3,-6,6,NA,"have different meanings (e.g., some were positive, some were negative, some were neutral)           ",always have a positive meaning                                                                      ,1,0,1,and NEGATIVE WORDS subsequently share a color                                                       ,and POSITIVE WORDS subsequently share a color                                                       ,1,1,2,"Yes, I did. Wasn't sure if it was every word, but they were very much associated. Color didn't seem ","Probably, isn't that what this is testing?                                                          ",1,1,I don’t know                                                                                      ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
976,NA,26,female  ,NA,                                                                                                    ,Struan_Good_Morag_Bad                                                                               ,CS2_Positive_CS1_Negative                                                                           ,NA,-0.285686661,0.285686661,NA,I would try neither Brand                                                                           ,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"have different meanings (e.g., some were positive, some were negative, some were neutral)           ","have different meanings (e.g., some were positive, some were negative, some were neutral)           ",1,1,2,and POSITIVE WORDS subsequently share a color                                                       ,and NEGATIVE WORDS subsequently share a color                                                       ,0,1,1,"to be honest it was hard to keep up, i did see patterns but kept forgetting which word they related ",Not really                                                                                          ,0,0,I don’t know                                                                                      ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,0                                                                                                   ,0                                                                                                   ,No                                                                                                  
184,NA,40,male    ,NA,                                                                                                    ,Struan_Good_Morag_Bad                                                                               ,CS2_Positive_CS1_Negative                                                                           ,NA,-0.266508787,0.266508787,NA,I would try Struan                                                                                  ,1,-4,-4,-4,-4,4,4,4,4,-4,4,-8,8,NA,"have different meanings (e.g., some were positive, some were negative, some were neutral)           ","have different meanings (e.g., some were positive, some were negative, some were neutral)           ",1,1,2,and NEGATIVE WORDS subsequently share a color                                                       ,and POSITIVE WORDS subsequently share a color                                                       ,1,1,2,Yes                                                                                                 ,Yes                                                                                                 ,1,1,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,0                                                                                                   ,1                                                                                                   ,No                                                                                                  
693,NA,19,female  ,NA,                                                                                                    ,Struan_Good_Morag_Bad                                                                               ,CS2_Positive_CS1_Negative                                                                           ,NA,-0.550028902,0.550028902,NA,I would try Struan                                                                                  ,1,-5,-5,-5,-5,5,5,5,5,-5,5,-10,10,NA,"have different meanings (e.g., some were positive, some were negative, some were neutral)           ","have different meanings (e.g., some were positive, some were negative, some were neutral)           ",1,1,2,and NEGATIVE WORDS subsequently share a color                                                       ,and POSITIVE WORDS subsequently share a color                                                       ,1,1,2,"I noticed that the words were shown in the same colour, however, the colours didn't correlate to a P",No the colours didn't change my opinions on either of the words.                                    ,1,0,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,0                                                                                                   ,1                                                                                                   ,Yes                                                                                                 
733,NA,37,male    ,NA,                                                                                                    ,Struan_Good_Morag_Bad                                                                               ,CS2_Positive_CS1_Negative                                                                           ,NA,-1.207312442,1.207312442,NA,I would try Struan                                                                                  ,1,-3,-3,-4,-3,4,4,4,4,-3.25,4,-7.25,7.25,NA,"have different meanings (e.g., some were positive, some were negative, some were neutral)           ","have different meanings (e.g., some were positive, some were negative, some were neutral)           ",1,1,2,and NEGATIVE WORDS subsequently share a color                                                       ,and POSITIVE WORDS subsequently share a color                                                       ,1,1,2,"I noticed it in the first part of the study, after I stopped trying to remember what colours were be",I think I thought the word Straun just sounded better. After I found out what was going in my head I,1,0,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,0                                                                                                   ,1                                                                                                   ,No                                                                                                  
23,NA,21,male    ,NA,                                                                                                    ,Struan_Good_Morag_Bad                                                                               ,CS2_Positive_CS1_Negative                                                                           ,NA,-0.409216003,0.409216003,NA,I would try Struan                                                                                  ,1,-1,-2,-3,-2,4,3,4,3,-2,3.5,-5.5,5.5,NA,"have different meanings (e.g., some were positive, some were negative, some were neutral)           ","have different meanings (e.g., some were positive, some were negative, some were neutral)           ",1,1,2,and NEGATIVE WORDS subsequently share a color                                                       ,and POSITIVE WORDS subsequently share a color                                                       ,1,1,2,"Yes, this became apparent after a short while.                                                      ","Yes, I came to associate the respective words with negatives and positives VERY quickly!            ",1,1,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,1                                                                                                   ,0                                                                                                   ,No                                                                                                  
910,NA,30,male    ,NA,                                                                                                    ,Struan_Good_Morag_Bad                                                                               ,CS2_Positive_CS1_Negative                                                                           ,NA,-0.44337369,0.44337369,NA,I would try Struan                                                                                  ,1,-5,-5,-5,-5,5,5,5,5,-5,5,-10,10,NA,I don’t remember                                                                                  ,I don’t remember                                                                                  ,0,0,0,and NEGATIVE WORDS subsequently share a color                                                       ,and POSITIVE WORDS subsequently share a color                                                       ,1,1,2,yes i noticed                                                                                       ,I thought there was a color associated with the words but nothing too deep                          ,1,1,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,1                                                                                                   ,0                                                                                                   ,No                                                                                                  
62,NA,20,male    ,NA,                                                                                                    ,Struan_Good_Morag_Bad                                                                               ,CS2_Positive_CS1_Negative                                                                           ,NA,-0.845257308,0.845257308,NA,I would try Struan                                                                                  ,1,-5,-5,-5,-5,5,5,5,5,-5,5,-10,10,NA,always have a negative meaning                                                                      ,always have a positive meaning                                                                      ,0,0,0,and NEGATIVE WORDS subsequently share a color                                                       ,and POSITIVE WORDS subsequently share a color                                                       ,1,1,2,Yes                                                                                                 ,Yes this made the word struan sound nicer than morag                                                ,1,1,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,1                                                                                                   ,0                                                                                                   ,No                                                                                                  
161,NA,19,male    ,NA,                                                                                                    ,Morag_Good_Struan_Bad                                                                               ,CS1_Positive_CS2_Negative                                                                           ,NA,1.262953518,1.262953518,NA,I would try Morag                                                                                   ,1,4,4,5,4,-4,-4,-4,-5,4.25,-4.25,8.5,8.5,NA,always have a positive meaning                                                                      ,always have a negative meaning                                                                      ,0,0,0,and POSITIVE WORDS subsequently share a color                                                       ,and NEGATIVE WORDS subsequently share a color                                                       ,1,1,2,Yes                                                                                                 ,"Yes, this did affect my thinking significantly                                                      ",1,1,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,1                                                                                                   ,0                                                                                                   ,No                                                                                                  
219,NA,22,male    ,NA,                                                                                                    ,Morag_Good_Struan_Bad                                                                               ,CS1_Positive_CS2_Negative                                                                           ,NA,0.231580126,0.231580126,NA,I would try neither Brand                                                                           ,0,0,0,0,0,0,2,1,0,0,0.75,-0.75,-0.75,NA,"have different meanings (e.g., some were positive, some were negative, some were neutral)           ","have different meanings (e.g., some were positive, some were negative, some were neutral)           ",1,1,2,and NEGATIVE WORDS subsequently share a color                                                       ,and NEGATIVE WORDS subsequently share a color                                                       ,0,1,1,no                                                                                                  ,no                                                                                                  ,0,0,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,1                                                                                                   ,0                                                                                                   ,No                                                                                                  
244,NA,23,male    ,NA,                                                                                                    ,Morag_Good_Struan_Bad                                                                               ,CS1_Positive_CS2_Negative                                                                           ,NA,0.27551428,0.27551428,NA,I would try neither Brand                                                                           ,0,0,0,0,0,-1,-1,-1,-1,0,-1,1,1,NA,"have different meanings (e.g., some were positive, some were negative, some were neutral)           ","have different meanings (e.g., some were positive, some were negative, some were neutral)           ",1,1,2,and POSITIVE WORDS subsequently share a color                                                       ,and NEGATIVE WORDS subsequently share a color                                                       ,1,1,2,Only for morag                                                                                      ,no                                                                                                  ,0,0,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,1                                                                                                   ,0                                                                                                   ,No                                                                                                  
345,NA,20,female  ,NA,                                                                                                    ,Morag_Good_Struan_Bad                                                                               ,CS1_Positive_CS2_Negative                                                                           ,NA,0.687217785,0.687217785,NA,I would try Struan                                                                                  ,0,-1,-1,-1,-1,1,2,2,2,-1,1.75,-2.75,-2.75,NA,"have different meanings (e.g., some were positive, some were negative, some were neutral)           ",I don’t remember                                                                                  ,1,0,1,I don’t remember                                                                                  ,I don’t remember                                                                                  ,0,0,0,No                                                                                                  ,Yes                                                                                                 ,0,1,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,1                                                                                                   ,0                                                                                                   ,No                                                                                                  
409,NA,36,male    ,NA,                                                                                                    ,Morag_Good_Struan_Bad                                                                               ,CS1_Positive_CS2_Negative                                                                           ,NA,0.963530869,0.963530869,NA,I would try Morag                                                                                   ,1,5,5,5,5,-5,-5,-5,-5,5,-5,10,10,NA,"have different meanings (e.g., some were positive, some were negative, some were neutral)           ","have different meanings (e.g., some were positive, some were negative, some were neutral)           ",1,1,2,and POSITIVE WORDS subsequently share a color                                                       ,and NEGATIVE WORDS subsequently share a color                                                       ,1,1,2,"yes, i did notice this was the trend.                                                               ","no, i was trying to figure out a pattern here as well but didn't notice a trend at all.             ",1,0,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,1                                                                                                   ,0                                                                                                   ,No                                                                                                  
423,NA,18,male    ,NA,                                                                                                    ,Struan_Good_Morag_Bad                                                                               ,CS2_Positive_CS1_Negative                                                                           ,NA,-0.417397259,0.417397259,NA,I would try Struan                                                                                  ,1,-3,-2,-3,-3,3,3,3,3,-2.75,3,-5.75,5.75,NA,"have different meanings (e.g., some were positive, some were negative, some were neutral)           ","have different meanings (e.g., some were positive, some were negative, some were neutral)           ",1,1,2,and NEGATIVE WORDS subsequently share a color                                                       ,and POSITIVE WORDS subsequently share a color                                                       ,1,1,2,Yes                                                                                                 ,Yes                                                                                                 ,1,1,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,1                                                                                                   ,0                                                                                                   ,No                                                                                                  
433,NA,26,female  ,NA,                                                                                                    ,Morag_Good_Struan_Bad                                                                               ,CS1_Positive_CS2_Negative                                                                           ,NA,0.400908684,0.400908684,NA,I would try Morag                                                                                   ,1,3,4,3,1,-5,-4,-4,-4,2.75,-4.25,7,7,NA,"have different meanings (e.g., some were positive, some were negative, some were neutral)           ",always have a negative meaning                                                                      ,1,0,1,and POSITIVE WORDS subsequently share a color                                                       ,and NEGATIVE WORDS subsequently share a color                                                       ,1,1,2,I noticed struan and negative words in the same colour but not morag straight away                  ,yes                                                                                                 ,1,1,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,1                                                                                                   ,0                                                                                                   ,Yes                                                                                                 
505,NA,26,female  ,NA,                                                                                                    ,Morag_Good_Struan_Bad                                                                               ,CS1_Positive_CS2_Negative                                                                           ,NA,0.749702033,0.749702033,NA,I would try Morag                                                                                   ,1,4,4,4,4,-3,-3,-3,-3,4,-3,7,7,NA,"have different meanings (e.g., some were positive, some were negative, some were neutral)           ","have different meanings (e.g., some were positive, some were negative, some were neutral)           ",1,1,2,and POSITIVE WORDS subsequently share a color                                                       ,and NEGATIVE WORDS subsequently share a color                                                       ,1,1,2,Yes                                                                                                 ,Yes                                                                                                 ,1,1,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,1                                                                                                   ,0                                                                                                   ,No                                                                                                  
607,NA,19,male    ,NA,                                                                                                    ,Struan_Good_Morag_Bad                                                                               ,CS2_Positive_CS1_Negative                                                                           ,NA,-0.442302901,0.442302901,NA,I would try neither Brand                                                                           ,0,-3,-3,-3,-3,-3,-3,-3,-2,-3,-2.75,-0.25,0.25,NA,always have a negative meaning                                                                      ,always have a positive meaning                                                                      ,0,0,0,and NEGATIVE WORDS subsequently share a color                                                       ,and POSITIVE WORDS subsequently share a color                                                       ,1,1,2,"I did notice this. The experiement was attempting to make me associate certain feelings, whether neg",It influenced how I thought the experiement wanted me to see them but the whole thing left me more c,1,0,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,1                                                                                                   ,0                                                                                                   ,Yes                                                                                                 
657,NA,24,female  ,NA,                                                                                                    ,Morag_Good_Struan_Bad                                                                               ,CS1_Positive_CS2_Negative                                                                           ,NA,0.945279913,0.945279913,NA,I would try neither Brand                                                                           ,0,1,0,0,0,-1,0,0,0,0.25,-0.25,0.5,0.5,NA,"have different meanings (e.g., some were positive, some were negative, some were neutral)           ","have different meanings (e.g., some were positive, some were negative, some were neutral)           ",1,1,2,and POSITIVE WORDS subsequently share a color                                                       ,and NEGATIVE WORDS subsequently share a color                                                       ,1,1,2,I did notice this.                                                                                  ,"I think that this did create an association between names and positive or negative words, and this a",1,1,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,1                                                                                                   ,0                                                                                                   ,No                                                                                                  
660,NA,40,male    ,NA,                                                                                                    ,Morag_Good_Struan_Bad                                                                               ,CS1_Positive_CS2_Negative                                                                           ,NA,0.339646324,0.339646324,NA,I would try Morag                                                                                   ,1,5,5,5,5,-5,-5,-5,-5,5,-5,10,10,NA,always have a positive meaning                                                                      ,always have a negative meaning                                                                      ,0,0,0,and POSITIVE WORDS subsequently share a color                                                       ,and NEGATIVE WORDS subsequently share a color                                                       ,1,1,2,Yes.                                                                                                ,Yes. It influenced how much I like or dislike MORAG or STRUAN.                                      ,1,1,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,1                                                                                                   ,0                                                                                                   ,No                                                                                                  
673,NA,21,male    ,NA,                                                                                                    ,Morag_Good_Struan_Bad                                                                               ,CS1_Positive_CS2_Negative                                                                           ,NA,-0.12503314,-0.12503314,NA,I would try Struan                                                                                  ,0,0,-1,-2,2,2,2,3,0,-0.25,1.75,-2,-2,NA,"have different meanings (e.g., some were positive, some were negative, some were neutral)           ","have different meanings (e.g., some were positive, some were negative, some were neutral)           ",1,1,2,I don’t remember                                                                                  ,I don’t remember                                                                                  ,0,0,0,i did not notice                                                                                    ,i do not think so                                                                                   ,0,0,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,1                                                                                                   ,0                                                                                                   ,No                                                                                                  
696,NA,29,female  ,NA,                                                                                                    ,Struan_Good_Morag_Bad                                                                               ,CS2_Positive_CS1_Negative                                                                           ,NA,-0.74601489,0.74601489,NA,I would try neither Brand                                                                           ,0,0,0,0,-1,0,0,1,0,-0.25,0.25,-0.5,0.5,NA,"have different meanings (e.g., some were positive, some were negative, some were neutral)           ","have different meanings (e.g., some were positive, some were negative, some were neutral)           ",1,1,2,I don’t remember                                                                                  ,I don’t remember                                                                                  ,0,0,0,In the very beginning of the study you told us to play close attention to the colors of the words. T,Yes.                                                                                                ,1,1,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,1                                                                                                   ,0                                                                                                   ,No                                                                                                  
853,NA,20,male    ,NA,                                                                                                    ,Struan_Good_Morag_Bad                                                                               ,CS2_Positive_CS1_Negative                                                                           ,NA,-0.146346355,0.146346355,NA,I would try Struan                                                                                  ,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,"have different meanings (e.g., some were positive, some were negative, some were neutral)           ","have different meanings (e.g., some were positive, some were negative, some were neutral)           ",1,1,2,and NEGATIVE WORDS subsequently share a color                                                       ,and POSITIVE WORDS subsequently share a color                                                       ,1,1,2,"Yes. I noticed it immediately, but didn't allow it to affect my opinion of these two words.         ",No. I intentionally did not allow myself to be influenced by this. I thought that may have been part,1,0,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,1                                                                                                   ,0                                                                                                   ,No                                                                                                  
952,NA,45,female  ,NA,                                                                                                    ,Struan_Good_Morag_Bad                                                                               ,CS2_Positive_CS1_Negative                                                                           ,NA,-0.140034128,0.140034128,NA,I would try Morag                                                                                   ,0,-4,-3,-3,-3,1,0,0,0,-3.25,0.25,-3.5,3.5,NA,"have different meanings (e.g., some were positive, some were negative, some were neutral)           ","have different meanings (e.g., some were positive, some were negative, some were neutral)           ",1,1,2,and NEGATIVE WORDS subsequently share a color                                                       ,and POSITIVE WORDS subsequently share a color                                                       ,1,1,2,yes definately                                                                                      ,yes                                                                                                 ,1,1,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,1                                                                                                   ,0                                                                                                   ,No                                                                                                  
1008,NA,37,male    ,NA,                                                                                                    ,Struan_Good_Morag_Bad                                                                               ,CS2_Positive_CS1_Negative                                                                           ,NA,-0.891564215,0.891564215,NA,I would try Struan                                                                                  ,1,-1,-2,-2,-3,3,3,2,3,-2,2.75,-4.75,4.75,NA,always have a negative meaning                                                                      ,always have a positive meaning                                                                      ,0,0,0,and NEGATIVE WORDS subsequently share a color                                                       ,and POSITIVE WORDS subsequently share a color                                                       ,1,1,2,Yes                                                                                                 ,I believe the color did not influence me.                                                           ,1,0,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,1                                                                                                   ,0                                                                                                   ,                                                                                                    
152,NA,24,male    ,NA,                                                                                                    ,Struan_Good_Morag_Bad                                                                               ,CS2_Positive_CS1_Negative                                                                           ,NA,-0.038516188,0.038516188,NA,I would try Morag                                                                                   ,0,3,0,0,3,2,0,3,2,1.5,1.75,-0.25,0.25,NA,always have a positive meaning                                                                      ,always have a positive meaning                                                                      ,0,0,0,and NEGATIVE WORDS subsequently share a color                                                       ,and POSITIVE WORDS subsequently share a color                                                       ,1,1,2,No.                                                                                                 ,I think Morg and Struan are good.                                                                   ,0,0,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,1                                                                                                   ,1                                                                                                   ,No                                                                                                  
359,NA,24,male    ,NA,                                                                                                    ,Struan_Good_Morag_Bad                                                                               ,CS2_Positive_CS1_Negative                                                                           ,NA,0.578084263,-0.578084263,NA,I would try Struan                                                                                  ,1,-2,1,2,-2,0,-3,0,0,-0.25,-0.75,0.5,-0.5,NA,always have a positive meaning                                                                      ,always have a positive meaning                                                                      ,0,0,0,and NEGATIVE WORDS subsequently share a color                                                       ,and NEGATIVE WORDS subsequently share a color                                                       ,1,1,2,"I thought they both shared the same negative words, so i guess i was wrong there.                   ","They seemed to change the way i seen the word when i saw it in a specific colour, yes.              ",0,1,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,1                                                                                                   ,1                                                                                                   ,No                                                                                                  
362,NA,19,male    ,NA,                                                                                                    ,Morag_Good_Struan_Bad                                                                               ,CS1_Positive_CS2_Negative                                                                           ,NA,0.674050595,0.674050595,NA,I would try Morag                                                                                   ,1,5,5,5,5,-5,-5,-5,-5,5,-5,10,10,NA,"have different meanings (e.g., some were positive, some were negative, some were neutral)           ","have different meanings (e.g., some were positive, some were negative, some were neutral)           ",1,1,2,and POSITIVE WORDS subsequently share a color                                                       ,and NEGATIVE WORDS subsequently share a color                                                       ,1,1,2,Yes                                                                                                 ,"Yes, I linked the effects of the words with the identity of MORAG and STRUAN                        ",1,1,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,1                                                                                                   ,1                                                                                                   ,No                                                                                                  
469,NA,24,female  ,NA,                                                                                                    ,Struan_Good_Morag_Bad                                                                               ,CS2_Positive_CS1_Negative                                                                           ,NA,0.392513617,-0.392513617,NA,I would try Struan                                                                                  ,1,3,4,4,4,4,4,3,3,3.75,3.5,0.25,-0.25,NA,"have different meanings (e.g., some were positive, some were negative, some were neutral)           ",I don’t remember                                                                                  ,1,0,1,and POSITIVE WORDS subsequently share a color                                                       ,and NEGATIVE WORDS subsequently share a color                                                       ,0,1,1,No                                                                                                  ,No                                                                                                  ,0,0,How I actually felt about MORAG and STRUAN                                                          ,I tried to perform the task as quickly and accuarely as possible                                    ,0       ,0       ,1                                                                                                   ,1                                                                                                   ,No                                                                                                  
